40,5,20,1
40,10,20,1
40,15,20,2
40,20,20,0
45,-20,20,0
45,-15,20,0
45,-10,20,2
45,-5,20,2
45,0,20,2
45,5,20,2
45,10,20,2
45,15,20,0
45,20,20,0
50,-20,20,0
50,-15,20,0
50,-10,20,0
50,-5,20,0
50,0,20,0
50,5,20,0
50,10,20,0
50,15,20,0
50,20,20,0
10,-20,25,0
10,-15,25,0
10,-10,25,0
10,-5,25,0
10,0,25,0
10,5,25,0
10,10,25,0
10,15,25,0
10,20,25,0
15,-20,25,0
15,-15,25,0
15,-10,25,0
15,-5,25,2
15,0,25,2
15,5,25,2
15,10,25,0
15,15,25,0
15,20,25,0
20,-20,25,0
20,-15,25,0
20,-10,25,2
20,-5,25,1
20,0,25,1
20,5,25,1
20,10,25,2
20,15,25,0
20,20,25,0
25,-20,25,0
25,-15,25,2
25,-10,25,1
25,-5,25,1
25,0,25,1
25,5,25,1
25,10,25,1
25,15,25,2
25,20,25,0
30,-20,25,0
30,-15,25,2
30,-10,25,1
30,-5,25,1
30,0,25,1
30,5,25,1
30,10,25,1
30,15,25,2
30,20,25,0
35,-20,25,0
35,-15,25,2
35,-10,25,1
35,-5,25,1
35,0,25,1
35,5,25,1
35,10,25,1
35,15,25,2
35,20,25,0
40,-20,25,0
40,-15,25,0
40,-10,25,2
40,-5,25,1
40,0,25,1
40,5,25,1
40,10,25,2
40,15,25,0
40,20,25,0
45,-20,25,0
45,-15,25,0
45,-10,25,0
45,-5,25,2
45,0,25,2
45,5,25,2
45,10,25,0
45,15,25,0
45,20,25,0
50,-20,25,0
50,-15,25,0
50,-10,25,0
50,-5,25,0
50,0,25,0
50,5,25,0
50,10,25,0
50,15,25,0
50,20,25,0
10,-20,30,0
10,-15,30,0
10,-10,30,0
10,-5,30,0
10,0,30,0
10,5,30,0
10,10,30,0
10,15,30,0
10,20,30,0
15,-20,30,0
15,-15,30,0
15,-10,30,0
15,-5,30,0
15,0,30,0
15,5,30,0
15,10,30,0
15,15,30,0
15,20,30,0
20,-20,30,0
20,-15,30,0
20,-10,30,0
20,-5,30,2
20,0,30,2
20,5,30,2
20,10,30,0
20,15,30,0
20,20,30,0
25,-20,30,0
25,-15,30,0
25,-10,30,2
25,-5,30,2
25,0,30,2
25,5,30,2
25,10,30,2
25,15,30,0
25,20,30,0
30,-20,30,0
30,-15,30,0
30,-10,30,2
30,-5,30,2
30,0,30,1
30,5,30,2
30,10,30,2
30,15,30,0
30,20,30,0
35,-20,30,0
35,-15,30,0
35,-10,30,2
35,-5,30,2
35,0,30,2
35,5,30,2
35,10,30,2
35,15,30,0
35,20,30,0
40,-20,30,0
40,-15,30,0
40,-10,30,0
40,-5,30,2
40,0,30,2
40,5,30,2
40,10,30,0
40,15,30,0
40,20,30,0
45,-20,30,0
45,-15,30,0
45,-10,30,0
45,-5,30,0
45,0,30,0
45,5,30,0
45,10,30,0
45,15,30,0
45,20,30,0
50,-20,30,0
50,-15,30,0
50,-10,30,0
50,-5,30,0
50,0,30,0
50,5,30,0
50,10,30,0
50,15,30,0
50,20,30,0
10,-20,35,0
10,-15,35,0
10,-10,35,0
10,-5,35,0
10,0,35,0
10,5,35,0
10,10,35,0
10,15,35,0
10,20,35,0
15,-20,35,0
15,-15,35,0
15,-10,35,0
15,-5,35,0
15,0,35,0
15,5,35,0
15,10,35,0
15,15,35,0
15,20,35,0
20,-20,35,0
20,-15,35,0
20,-10,35,0
20,-5,35,0
20,0,35,0
20,5,35,0
20,10,35,0
20,15,35,0
20,20,35,0
25,-20,35,0
25,-15,35,0
25,-10,35,0
25,-5,35,0
25,0,35,0
25,5,35,0
25,10,35,0
25,15,35,0
25,20,35,0
30,-20,35,0
30,-15,35,0
30,-10,35,0
30,-5,35,0
30,0,35,2
30,5,35,0
30,10,35,0
30,15,35,0
30,20,35,0
35,-20,35,0
35,-15,35,0
35,-10,35,0
35,-5,35,0
35,0,35,0
35,5,35,0
35,10,35,0
35,15,35,0
35,20,35,0
40,-20,35,0
40,-15,35,0
40,-10,35,0
40,-5,35,0
40,0,35,0
40,5,35,0
40,10,35,0
40,15,35,0
40,20,35,0
45,-20,35,0
45,-15,35,0
45,-10,35,0
45,-5,35,0
45,0,35,0
45,5,35,0
45,10,35,0
45,15,35,0
45,20,35,0
50,-20,35,0
50,-15,35,0
50,-10,35,0
50,-5,35,0
50,0,35,0
50,5,35,0
50,10,35,0
50,15,35,0
50,20,35,0
