-20,0,25,0
-20,5,25,0
-20,10,25,0
-20,15,25,0
-20,20,25,0
-20,25,25,0
-20,30,25,0
-20,35,25,0
-20,40,25,0
-20,45,25,0
-20,50,25,0
-20,55,25,0
-20,60,25,0
-15,0,25,0
-15,5,25,0
-15,10,25,0
-15,15,25,0
-15,20,25,0
-15,25,25,0
-15,30,25,0
-15,35,25,0
-15,40,25,0
-15,45,25,0
-15,50,25,0
-15,55,25,0
-15,60,25,0
-10,0,25,0
-10,5,25,0
-10,10,25,0
-10,15,25,0
-10,20,25,0
-10,25,25,0
-10,30,25,0
-10,35,25,0
-10,40,25,0
-10,45,25,0
-10,50,25,0
-10,55,25,0
-10,60,25,0
-5,0,25,0
-5,5,25,0
-5,10,25,0
-5,15,25,0
-5,20,25,0
-5,25,25,0
-5,30,25,0
-5,35,25,0
-5,40,25,0
-5,45,25,0
-5,50,25,0
-5,55,25,0
-5,60,25,0
0,0,25,0
0,5,25,0
0,10,25,0
0,15,25,0
0,20,25,0
0,25,25,0
0,30,25,0
0,35,25,0
0,40,25,0
0,45,25,0
0,50,25,0
0,55,25,0
0,60,25,0
5,0,25,0
5,5,25,0
5,10,25,0
5,15,25,0
5,20,25,0
5,25,25,0
5,30,25,0
5,35,25,0
5,40,25,0
5,45,25,0
5,50,25,0
5,55,25,0
5,60,25,0
10,0,25,0
10,5,25,0
10,10,25,0
10,15,25,0
10,20,25,0
10,25,25,0
10,30,25,0
10,35,25,0
10,40,25,0
10,45,25,0
10,50,25,0
10,55,25,0
10,60,25,0
15,0,25,0
15,5,25,0
15,10,25,0
15,15,25,0
15,20,25,0
15,25,25,0
15,30,25,0
15,35,25,0
15,40,25,0
15,45,25,0
15,50,25,0
15,55,25,0
15,60,25,0
20,0,25,0
20,5,25,0
20,10,25,0
20,15,25,0
20,20,25,0
20,25,25,0
20,30,25,0
20,35,25,0
20,40,25,0
20,45,25,0
20,50,25,0
20,55,25,0
20,60,25,0
-20,0,30,0
-20,5,30,0
-20,10,30,0
-20,15,30,0
-20,20,30,0
-20,25,30,0
-20,30,30,0
-20,35,30,0
-20,40,30,0
-20,45,30,0
-20,50,30,0
-20,55,30,0
-20,60,30,0
-15,0,30,0
-15,5,30,0
-15,10,30,0
-15,15,30,0
-15,20,30,0
-15,25,30,0
-15,30,30,0
-15,35,30,0
-15,40,30,0
-15,45,30,0
-15,50,30,0
-15,55,30,0
-15,60,30,0
-10,0,30,0
-10,5,30,0
-10,10,30,0
-10,15,30,0
-10,20,30,0
-10,25,30,0
-10,30,30,0
-10,35,30,0
-10,40,30,0
-10,45,30,0
-10,50,30,0
-10,55,30,0
-10,60,30,0
-5,0,30,0
-5,5,30,0
-5,10,30,0
-5,15,30,0
-5,20,30,2
-5,25,30,2
-5,30,30,2
-5,35,30,2
-5,40,30,2
-5,45,30,0
-5,50,30,0
-5,55,30,0
-5,60,30,0
0,0,30,0
0,5,30,0
0,10,30,0
0,15,30,2
0,20,30,2
0,25,30,2
0,30,30,1
0,35,30,2
0,40,30,2
0,45,30,2
0,50,30,0
0,55,30,0
0,60,30,0
5,0,30,0
5,5,30,0
5,10,30,0
5,15,30,0
5,20,30,2
5,25,30,2
5,30,30,2
5,35,30,2
5,40,30,2
5,45,30,0
5,50,30,0
5,55,30,0
5,60,30,0
10,0,30,0
10,5,30,0
10,10,30,0
10,15,30,0
10,20,30,0
10,25,30,0
10,30,30,0
10,35,30,0
10,40,30,0
10,45,30,0
10,50,30,0
10,55,30,0
10,60,30,0
15,0,30,0
15,5,30,0
15,10,30,0
15,15,30,0
15,20,30,0
15,25,30,0
15,30,30,0
15,35,30,0
15,40,30,0
15,45,30,0
15,50,30,0
15,55,30,0
15,60,30,0
20,0,30,0
20,5,30,0
20,10,30,0
